row ID,row m/z,row retention time,X072067ALC.dataCompass.mzXML Peak area,X072069ALC.dataCompass.mzXML Peak area,X072068ALC.dataCompass.mzXML Peak area,
170,316.284912109375,10.766566666666668,0,736072.3740000002,0,
171,399.2140350341797,12.736033333333333,0,797093.8979999997,0,
172,270.27931213378906,16.675166666666666,0,772315.9545000002,0,
173,517.24072265625,12.487266666666667,0,687647.1054999919,0,
174,343.2245788574219,12.653116666666667,0,935464.9015000041,0,
175,249.14862060546875,10.372533333333333,0,831681.735500003,0,
176,414.0506896972656,2.6485333333333334,0,638350.1420000008,0,
177,228.23240661621094,14.294250000000002,0,826631.6174999991,1381501.8859999883,
178,435.2375793457031,11.616483333333333,0,697162.6239999988,0,
179,447.33238220214844,19.453516666666665,0,544916.5079999985,0,
180,347.18516540527344,10.123766666666667,0,943288.8165000009,0,
181,417.2248840332031,14.12555,0,860833.6575000025,0,
182,377.2321014404297,11.090841666666666,0,597235.042000006,1857947.0530000073,
183,471.34674072265625,12.197049999999999,0,994971.0244999997,0,
184,163.03897094726562,6.2555,0,613324.4930000021,0,
185,927.4715576171875,12.28,0,585242.9494999961,0,
186,237.18499755859375,14.623,0,833296.1684999998,0,
187,453.3360595703125,12.964216666666665,0,725086.6469999964,0,
188,333.2061767578125,13.1715,0,720663.7889999994,0,
189,459.2353210449219,11.09815,0,568127.0915000058,0,
190,456.29547119140625,9.89585,0,621232.1514999992,0,
191,466.31591796875,13.005650000000001,0,958885.5010000023,0,
192,317.2112731933594,10.372533333333333,0,753635.8765000029,0,
193,385.23497009277344,15.576716666666666,0,774242.8470000054,0,
194,736.5296936035156,19.018116666666668,0,468689.962999975,0,
195,268.2637252807617,15.559091666666667,0,750280.7635000009,1019144.2880000004,
196,313.1653289794922,10.8288,0,646956.6619999924,0,
197,469.2726135253906,17.981583333333333,0,628635.8649999922,0,
198,315.13568115234375,14.54005,0,646164.9475000005,0,
199,509.3235168457031,10.7044,0,802039.6220000045,0,
200,397.2584533691406,11.823833333333333,0,655801.513999998,0,
201,305.2470397949219,14.104800000000001,0,912670.1365000046,0,
202,851.43701171875,15.928949999999999,0,623529.338000003,0,
203,485.325927734375,12.0726,0,633248.6244999993,0,
204,335.21934509277344,11.450633333333334,0,694039.8144999977,0,
205,394.2589416503906,13.980416666666667,0,564524.694999998,0,
206,487.3418273925781,10.7044,0,634516.0930000038,0,
207,205.12200927734375,16.799766666666667,0,694859.9069999908,0,
208,493.3286437988281,13.295933333333332,0,922142.9464999988,0,
209,370.27781677246094,17.35956666666667,0,317663.7534999985,0,
210,331.1903381347656,10.642233333333333,0,572615.1825000048,0,
211,319.22662353515625,11.4092,0,687832.5675000027,0,
212,419.2403869628906,12.342166666666666,0,655775.8054999987,0,
213,373.1983642578125,11.533583333333333,0,615822.1830000015,0,
214,511.33910369873047,10.935375,0,571530.1825000001,702656.8735000032,
215,315.19517517089844,9.89585,0,686513.2044999995,0,
216,413.2663116455078,16.654416666666666,0,578765.9304999955,0,
217,414.28485107421875,9.191849999999999,0,650835.7714999964,0,
218,409.22235107421875,10.808066666666667,0,661075.5744999934,0,
219,281.17578125,10.393283333333333,0,631367.1255000024,0,
220,315.19544982910156,9.191849999999999,0,736763.8609999978,0,
221,300.2041931152344,13.19225,0,699776.9940000017,0,
222,313.2743225097656,16.156950000000002,0,622329.1535000029,0,
223,375.250732421875,14.560766666666666,0,636836.1465000012,0,
224,440.30047607421875,11.968916666666667,0,802669.3970000012,0,
225,343.2247314453125,14.747383333333334,0,696592.5115,0,
226,305.0918884277344,8.452733333333333,0,600829.0510000052,0,
227,297.1849670410156,8.162916666666666,0,618221.5120000017,0,
228,259.16912841796875,16.07405,0,554095.6655000001,0,
229,402.41026306152344,16.9864,0,764116.6404999917,0,
230,504.43975830078125,19.53645,0,638220.1890000005,0,
231,498.30572509765625,12.28,0,614941.9104999962,0,
232,470.27471923828125,12.528716666666666,0,497494.9539999988,0,
233,469.3310089111328,9.6887,0,538445.3640000001,0,
234,338.3460693359375,17.090066666666665,0,292676.46599999303,0,
235,360.3283996582031,18.354750000000003,0,604247.126000002,0,
236,801.562255859375,19.43275,0,741235.2554999976,0,
237,519.3417358398438,19.018116666666668,0,634403.9499999931,0,
238,520.3395385742188,12.839666666666666,0,719969.9155000022,0,
239,455.2980499267578,18.14745,0,525944.6820000067,0,
240,401.22957611083984,11.505525,0,460320.7159999994,773824.8735000052,
241,347.18540954589844,16.9864,0,452318.6829999869,0,
242,415.1885070800781,14.623,0,737752.7359999999,0,
243,319.16700744628906,14.33285,0,559219.0254999972,0,
244,451.3204040527344,11.595766666666666,0,473412.0514999996,0,
245,385.23512268066406,12.88115,0,509337.1205000005,0,
246,451.320556640625,12.321466666666668,0,467134.6889999999,0,
247,459.3246765136719,17.981583333333333,0,608686.1734999972,0,
248,471.2875671386719,17.981583333333333,0,650677.298499997,0,
249,315.1953125,7.334216666666666,0,434454.3360000008,0,
250,369.2403869628906,15.4318,0,511087.61699999555,0,
251,391.2115173339844,10.8288,0,454486.4239999953,0,
252,511.40965270996094,20.939316666666667,0,639697.8474999975,0,
253,263.23699951171875,16.260633333333335,0,436870.6870000071,0,
254,449.3396301269531,19.494983333333334,0,408021.4260000011,0,
255,231.13778686523438,11.782366666666666,0,419064.9280000022,0,
256,357.2049255371094,12.093333333333334,0,466765.40850000025,0,
257,473.3080139160156,18.1889,0,275924.38299999846,0,
258,421.2583923339844,13.295933333333332,0,544086.8294999982,0,
259,301.2158203125,8.307816666666666,0,299727.3530000026,0,
260,487.34173583984375,9.274666666666667,0,301921.3835000022,0,
261,323.1852264404297,10.60075,0,345091.19400000124,0,
262,373.1983642578125,12.798216666666667,0,389479.2324999967,0,
263,194.11550903320312,16.343583333333335,0,225124.36449999007,0,
264,454.280029296875,10.808066666666667,0,341374.831999996,0,
265,455.35211181640625,14.54005,0,393333.41000000143,0,
266,438.2851257324219,10.60075,0,276667.3805000012,0,
267,315.1957702636719,6.1727333333333325,0,239386.91500000222,0,
268,435.2351379394531,10.206666666666667,0,355607.5544999982,0,
269,487.34161376953125,9.6887,0,284415.8230000003,0,
270,629.390869140625,18.541249999999998,0,279078.95999999874,0,
271,317.2113037109375,7.721216666666667,0,244732.25149999958,0,
272,339.1931610107422,14.871816666666666,0,330542.6069999985,0,
273,422.2903747558594,13.980416666666667,0,291777.079499999,0,
274,331.19012451171875,5.487916666666666,0,177801.89500000037,0,
275,435.23779296875,14.146283333333335,0,268700.49799999926,0,
276,315.1957092285156,15.680250000000001,0,286693.99599999795,0,
277,205.1220474243164,15.452516666666666,0,284021.0309999974,0,
278,316.2847595214844,10.60075,0,200003.3260000014,0,
279,417.2247009277344,9.523050000000001,0,227721.83800000034,0,
280,319.1673278808594,15.39015,0,296712.62249999866,0,
281,399.2142028808594,10.642233333333333,0,224110.0955000016,0,
282,335.2212829589844,6.669783333333333,0,152873.1205,0,
283,375.2166442871094,14.167,0,248968.26299999948,0,
284,303.23146057128906,16.011883333333333,0,255989.18200000006,0,
285,619.3757934570312,13.19225,0,177750.2525000002,0,
286,333.20623779296875,6.766383333333334,0,160683.16649999935,0,
287,300.2040710449219,15.700999999999999,0,324254.6239999983,0,
288,315.1952819824219,16.4058,0,279995.8029999977,0,
289,451.3207702636719,9.6887,0,198766.01250000054,0,
290,387.2506561279297,16.0948,0,225911.83000000217,0,
291,335.2215270996094,15.970416666666667,0,207057.2580000006,0,
292,407.330810546875,13.295933333333332,0,214878.63899999906,0,
293,435.3256530761719,12.197049999999999,0,291927.35549999995,0,
294,249.14862060546875,6.669783333333333,0,134940.77950000012,0,
295,375.2506866455078,14.374316666666665,0,212229.93099999806,0,
296,317.2110595703125,6.669783333333333,0,121425.69150000004,0,
297,278.24781799316406,14.3357,0,171283.26749999876,225153.8739999988,
298,351.2141876220703,8.204316666666667,0,223404.7494999997,0,
299,375.2143859863281,8.5564,0,160359.5329999991,0,
300,443.2403869628906,14.31215,0,221764.062499999,0,
301,315.1954650878906,7.7419,0,134846.76399999904,0,
302,295.2268981933594,8.680583333333335,0,164394.0340000005,0,
303,231.1376953125,9.460966666666668,0,151224.2200000004,0,
304,151.11143493652344,6.2555,0,120608.91500000053,0,
305,205.1211700439453,8.307816666666666,0,110026.29600000144,0,
306,254.2481231689453,10.144466666666666,0,106175.14499999916,0,
307,403.2455139160156,10.973816666666666,0,119096.0690000006,0,
308,493.32598876953125,18.955949999999998,0,128946.64300000135,0,
309,506.38372802734375,10.932383333333332,0,111524.17249999974,0,
310,469.3312225341797,9.274666666666667,0,171002.01400000093,0,
311,451.3246154785156,18.08525,0,74366.02299999891,0,
312,414.0504150390625,4.204766666666667,0,115639.19199999985,0,
313,315.1956787109375,8.162916666666666,0,91529.05050000091,0,
314,417.22401428222656,10.5593,0,59026.261999998926,0,
315,297.1849060058594,9.626566666666667,0,103062.74549999961,0,
316,317.21124267578125,6.766383333333334,0,62733.32399999971,0,
317,279.2322998046875,14.229183333333333,0,102673.56900000003,0,
318,395.2411804199219,10.144466666666666,0,113111.67399999937,0,
319,469.3291473388672,20.365850000000002,0,102027.614499999,0,
320,323.1982727050781,19.53645,0,68622.38100000088,0,
321,300.2042236328125,10.268849999999999,0,74605.7710000005,0,
322,359.2198486328125,10.040833333333333,0,113940.99649999989,0,
323,277.2159729003906,8.680583333333335,0,84663.23300000078,0,
324,471.346923828125,14.374316666666665,0,81689.33599999937,0,
325,747.4818115234375,15.022883333333334,0,0,3398216.077000019,
326,497.2151184082031,13.612950000000001,0,0,3328986.08349999,
327,725.4994201660156,15.022883333333334,0,0,2480714.2615000117,
328,747.3353881835938,12.597066666666667,0,0,3385338.4480000013,
329,845.4817199707031,15.002183333333333,0,0,3177992.2125000046,
330,433.2222595214844,11.975,0,0,2861429.823000008,
331,479.2640380859375,11.373783333333334,0,0,2966938.9560000016,
332,593.276123046875,16.732916666666668,0,0,2119037.0670000147,
333,421.33245849609375,17.935733333333335,0,0,2128735.1494999803,
334,485.17820739746094,9.922400000000001,0,0,2638298.34249998,
335,735.38623046875,16.1425,0,0,2151194.260500005,
336,514.213134765625,11.062783333333334,0,0,2721598.5155000035,
337,508.2543640136719,11.062783333333334,0,0,2557632.493500003,
338,455.20355224609375,12.783733333333334,0,0,2236041.586000019,
339,878.4329223632812,12.680033333333334,0,0,2415739.3019999997,
340,485.1780548095703,10.378516666666666,0,0,2058414.2209999892,
341,451.1728820800781,13.36415,0,0,2097454.229000005,
342,425.1568298339844,11.1457,0,0,1809804.6649999905,
343,409.1624450683594,12.0787,0,0,1955965.043500001,
344,655.3969116210938,13.467833333333335,0,0,1167672.6679999856,
345,655.417236328125,18.640583333333332,0,0,2317457.853499987,
346,501.24578857421875,11.975,0,0,2007418.6055000112,
347,767.3770141601562,11.788366666666667,0,0,1914708.0390000083,
348,409.1625671386719,10.440683333333334,0,0,2071812.1579999945,
349,393.1675720214844,13.156833333333333,0,0,2194976.7984999833,
350,799.3670654296875,11.892033333333334,0,0,1651748.2420000003,
351,799.3665771484375,12.203116666666666,0,0,1531263.7904999962,
352,439.209228515625,15.956016666666667,0,0,1995448.1315000176,
353,415.1728820800781,9.528583333333334,0,0,1737958.6335000019,
354,485.17840576171875,10.212666666666667,0,0,1835969.9520000063,
355,707.3538208007812,16.981766666666665,0,0,1312711.9714999832,
356,815.3626708984375,12.63855,0,0,2048617.0595000128,
357,753.3929443359375,17.126916666666666,0,0,1392908.7745000091,
358,497.2145690917969,11.912783333333334,0,0,1505705.3994999803,
359,507.25836181640625,11.601766666666666,0,0,1635806.5605000083,
360,415.31402587890625,18.45405,0,0,1292505.6985000214,
361,390.199462890625,12.203116666666666,0,0,1946495.1529999939,
362,489.2098693847656,14.27635,0,0,1647208.1959999984,
363,367.1517639160156,12.99105,0,0,1604287.8004999917,
364,403.175537109375,11.1457,0,0,1561033.0579999913,
365,415.2114562988281,12.514166666666666,0,0,1435487.1744999925,
366,394.25889587402344,11.062783333333334,0,0,1395932.1230000057,
367,825.3829345703125,11.8091,0,0,2034849.5820000048,
368,501.24574279785156,11.353083333333332,0,0,1546355.8050000044,
369,860.4214477539062,16.54635,0,0,1601654.171499995,
370,499.2300720214844,11.684733333333332,0,0,1455425.8364999904,
371,485.25018310546875,15.06435,0,0,1605854.1424999996,
372,705.3278198242188,16.21445,0,0,1323260.8514999903,
373,707.4889831542969,15.022883333333334,0,0,1113645.9370000043,
374,800.4000854492188,16.69145,0,0,1082316.5604999964,
375,463.26861572265625,15.06435,0,0,1320915.8530000004,
376,755.4055786132812,17.811116666666667,0,0,1802484.3225000002,
377,407.2060546875,8.554166666666667,0,0,1342268.0135000015,
378,415.2112579345703,11.601766666666666,0,0,1470712.3245000076,
379,423.201171875,9.880916666666668,0,0,1337182.0854999973,
380,425.2301788330078,15.5829,0,0,1557120.7739999963,
381,777.3841552734375,17.002466666666667,0,0,1160757.7299999788,
382,795.3360595703125,11.187216666666666,0,0,1305723.2480000004,
383,401.2299346923828,12.120183333333333,0,0,1560899.3025000056,
384,399.2145690917969,10.751766666666667,0,0,1337458.8965000105,
385,427.17225646972656,10.150466666666667,0,0,1633621.2239999964,
386,423.201416015625,11.394516666666668,0,0,1255515.4550000015,
387,753.3971557617188,13.5093,0,0,1260350.6074999883,
388,385.23516845703125,13.90315,0,0,1204222.8300000003,
389,492.2591247558594,14.1312,0,0,1360052.4349999935,
390,471.1986389160156,12.327583333333333,0,0,1347768.7770000056,
391,284.3007507324219,17.2306,0,0,2072145.8894999959,
392,305.2593078613281,16.297483333333336,0,0,1644258.2000000132,
393,375.21588134765625,11.394516666666668,0,0,1429770.8809999987,
394,817.3770141601562,12.534866666666666,0,0,1289306.44699999,
395,408.2727355957031,14.6288,0,0,1321691.4504999928,
396,711.3765258789062,17.790383333333335,0,0,1237115.0809999928,
397,257.26686096191406,15.976750000000001,0,0,1908823.5510000228,
398,419.2425231933594,13.053216666666666,0,0,1707525.3950000056,
399,733.3593139648438,17.147666666666666,0,0,1006916.8405000218,
400,305.2476806640625,16.235233333333333,0,0,778418.4194999863,
401,312.12351989746094,5.857933333333333,0,0,1568207.8160000034,
402,401.2319641113281,13.4056,0,0,1548960.223500006,
403,271.169189453125,13.467833333333335,0,0,1657888.0649999897,
404,742.380615234375,12.597066666666667,0,0,1049552.6435000002,
405,365.15956115722656,7.26835,0,0,1349889.238,
406,340.19659423828125,13.467833333333335,0,0,1544106.6274999892,
407,457.18341064453125,8.471,0,0,1148327.0734999925,
408,241.08597564697266,12.140866666666666,0,0,1750554.1085000052,
409,344.16119384765625,9.134616666666666,0,0,1616487.2130000005,
410,329.10211181640625,11.684733333333332,0,0,1478118.5499999907,
411,513.2095947265625,13.94465,0,0,1484416.2790000015,
412,433.2222900390625,15.168033333333334,0,0,1432815.3450000004,
413,271.0604553222656,8.346633333333333,0,0,1511744.23450001,
414,345.169677734375,12.99105,0,0,1620223.7884999928,
415,887.419189453125,15.168033333333334,0,0,1148669.4084999994,
416,347.14903259277344,7.26835,0,0,1386902.7730000005,
417,265.15850830078125,12.680033333333334,0,0,1658688.8705000007,
418,769.3931274414062,16.857233333333333,0,0,1185061.5550000027,
419,455.19482421875,12.742266666666666,0,0,1663898.9739999946,
420,293.15367126464844,10.10895,0,0,1512209.7535000022,
421,345.2423400878906,15.022883333333334,0,0,1191036.6065000051,
422,464.2278594970703,11.435966666666667,0,0,1111167.9329999988,
423,317.21124267578125,10.772516666666666,0,0,1430447.1605000077,
424,818.4105834960938,15.271683333333334,0,0,1093771.528999997,
425,434.2534484863281,12.140866666666666,0,0,1198629.9610000046,
426,429.1886749267578,9.445633333333335,0,0,1221038.7779999913,
427,331.19012451171875,11.6225,0,0,1385700.7355000004,
428,365.1860046386719,13.986083333333333,0,0,1609298.403499998,
429,727.3700561523438,17.520866666666667,0,0,783436.9080000125,
430,883.3876342773438,12.92885,0,0,1106873.194999996,
431,395.18299865722656,15.230216666666667,0,0,1122720.4510000085,
432,381.20404052734375,15.562166666666666,0,0,1283944.6735,
433,883.3868408203125,16.960916666666666,0,0,1227278.1624999824,
434,887.4185485839844,12.265283333333334,0,0,1156938.2609999892,
435,911.4202270507812,13.592216666666667,0,0,1381099.5315000007,
436,733.3399047851562,15.292383333333333,0,0,1220449.9364999912,
437,545.2718505859375,13.281233333333335,0,0,1215562.7125000025,
438,441.2244567871094,13.032516666666668,0,0,1311150.6825000052,
439,153.09083557128906,15.022883333333334,0,0,1526585.9250000059,
440,386.2900695800781,14.6288,0,0,1097989.3719999935,
441,489.21185302734375,12.92885,0,0,1137845.8519999965,
442,906.4645690917969,16.255983333333333,0,0,952685.9000000245,
443,301.2161865234375,12.099433333333334,0,0,1356570.1045000048,
444,813.345947265625,16.774383333333333,0,0,1000460.2724999973,
